contact_id,account_id
CO34p00001fnkPRAAYID,AC11a00000pAP45AAGID
CO31a00000w2DQfAAMID,AC11a00000hGnYiAAKID
CO31P00001AbkPuQAJID,AC11P000012ETsNQAWID
CO34p00001mfFf7AAEID,AC11a00000mLXrYAAWID
CO31P00001BnWJKQA3ID,AC11P00000xJgWbQAKID
CO34p00001iZH37AAGID,AC11P0000105ZAnQAMID
CO31P000016eE5dQAEID,AC11a00000vX1vUAASID
CO31P000017aDzzQAEID,AC11P00000zTv3eQACID
CO31P000019UvVbQAKID,AC11a00000hIJHSAA4ID
CO31P000014rUa7QAEID,AC11a00000cIzySAASID
CO34p00001gPkzBAASID,AC14p00001hvmhfAAAID
CO34p00001jDePAAA0ID,AC11a00000cJ2Z2AAKID
CO31a00000sS7dpAACID,AC11a00000cJ0f3AACID
CO31P0000134cNBQAYID,AC11a00000ghkqSAAQID
CO34p00001kDC9eAAGID,AC11a00000cJSPAAA4ID
CO34p00001ib5oJAAQID,AC11P00000xiq9lQAAID
CO34p00001m1NabAAEID,AC11a00000hGmzJAASID
CO34p00001nA4b6AACID,AC11a00000hGLpzAAGID
CO34p00001kU8VfAAKID,AC14p00001kchqNAAQID
CO31a00000rkhRWAAYID,AC11a00000mL7HhAAKID
CO31P000019Uk2dQACID,AC11a00000cIzthAACID
CO31a00000uD2AEAA0ID,AC11a00000kse31AAAID
CO31P000012ld0ZQAQID,AC11P00000xK42nQACID
CO31a000010dDEYAA2ID,AC11a00000vW6eqAACID
CO34p00001nbNunAAEID,AC11a00000hIJMwAAOID
CO34p00001nk8vvAAAID,AC11P0000104NPOQA2ID
CO31P0000189cBSQAYID,AC11P00000zU2SfQAKID
CO34p00001mg4eZAAQID,AC11a00000ln3pFAAQID
CO31a000011O4yHAASID,AC11a00000sXVQ9AAOID
CO31P00001BmzvpQABID,AC11a00000cJ046AACID
CO31P00001B5W9LQAVID,AC11P00000zTxJbQAKID
CO31P000014BCYIQA4ID,AC11a00000hIJ0HAAWID
CO31P000012kxM9QAIID,AC11a00000cJTnDAAWID
CO31P00001BmaaQQARID,AC11P00000xxC1CQAUID
CO34p00001mvkCaAAIID,AC14p00001mquKnAAIID
CO34p00001mvuITAAYID,AC11P000012WYRnQAOID
CO34p00001f5JUOAA2ID,AC11a00000lnqhSAAQID
CO31P000015wurPQAQID,AC11a00000tZeWvAAKID
CO31P000017awnHQAQID,AC11P00000xMGFvQAOID
CO34p00001hASjUAAWID,AC11P00000zTu7aQACID
CO31P000017ZU8nQAGID,AC11a00000p9jp4AAAID
CO34p00001kTylnAACID,AC11a00000cJ0HjAAKID
CO31a00000f2mnvAAAID,AC11a00000eadBbAAIID
CO31a00000lm8mZAAQID,AC11a00000hIJatAAGID
CO34p00001fn2JxAAIID,AC11a00000cJGKAAA4ID
CO31a00000wWNoJAAWID,AC11a00000hISc4AAGID
CO31P000013hBMaQAMID,AC11a00000cJ0HPAA0ID
CO34p00001hB36lAACID,AC11a00000q74JkAAIID
CO31a00000s1vnFAAQID,AC11a00000p9FbPAAUID
CO31a00000kD7lEAASID,AC11a00000cIzTeAAKID
CO34p00001mff9uAAAID,AC14p00001jMa3yAACID
CO31P00001Bn0tWQARID,AC11a00000cJ0rhAACID
CO31P000019Kl3CQASID,AC11a00000ta2agAAAID
CO31P00001DDAyHQAXID,AC11a00000lmzktAAAID
CO31P00001AdMw5QAFID,AC11a00000cIz6LAASID
CO34p00001mw7biAAAID,AC11P0000134U2AQAUID
CO31P00001CepxwQABID,AC11a00000MrHmmAAFID
CO31P000013h7NQQAYID,AC11a00000cJAXiAAOID
CO31P000015xyf9QAAID,AC11a00000eZllMAASID
CO31a00000tdFyrAAEID,AC11a00000q6amLAAQID
CO31a00000hKjVTAA0ID,AC11a00000tZdtZAASID
CO31P0000136W3cQAEID,AC11a00000XoMmfAAFID
CO34p00001mv1AFAAYID,AC14p00001mqS7dAAEID
CO31P00001ErOfVQAVID,AC11P00000zU13YQASID
CO34p00001kVA5bAAGID,AC11P00000zUPzHQAWID
CO34p00001gymVrAAIID,AC11P00000zTuJRQA0ID
CO34p00001nDjqbAACID,AC11P00000zU0h1QACID
CO31a00000hKmKqAAKID,AC11a00000hGlOgAAKID
CO31P000019Tm8aQACID,AC11a00000jN9M2AAKID
CO31P000019PbpeQACID,AC11a00000t0x5bAAAID
CO34p00001mdjUoAAIID,AC11P00000yDrnrQACID
CO31a00000kkB5rAAEID,AC11a00000cJ5rnAACID
CO34p00001mfLkEAAUID,AC11a00000cJHcpAAGID
CO34p00001f5tljAAAID,AC14p00001i4JQIAA2ID
CO31P000014ps2qQAAID,AC11a00000jP4BgAAKID
CO34p00001mdEMDAA2ID,AC11a00000kserPAAQID
CO31P000016dfKpQAIID,AC11a00000gT5VwAAKID
CO34p00001jDQ6aAAGID,AC11a00000gfN1sAAEID
CO31a00000tdEyrAAEID,AC11a00000q6a0QAAQID
CO34p00001kTMJXAA4ID,AC11a00000hGHZJAA4ID
CO31P0000136p4fQAAID,AC11a00000cqkl3AAAID
CO34p00001kV3sfAACID,AC11a00000krKUlAAMID
CO31P000018CdEbQAKID,AC11a00000aSGeBAAWID
CO31P00001BkxJQQAZID,AC11P00000z8n73QAAID
CO34p00001nj1y0AAAID,AC11a00000oVsJDAA0ID
CO34p00001meDvqAAEID,AC11a00000cpEUoAAMID
CO31P000019PCqFQAWID,AC11a00000cJHQ0AAOID
CO34p00001mdkNeAAIID,AC11a00000LkCyUAAVID
CO34p00001f5PtNAAUID,AC11P00000z9QpYQAUID
CO34p00001mtVKRAA2ID,AC14p00001mpXWKAA2ID
CO31P00001Cemr2QABID,AC14p00001iBYlxAAGID
CO31P000015vELcQAMID,AC11a00000hGmrUAASID
CO34p00001gP5BUAA0ID,AC11a00000q6kykAAAID
CO31P000012Oi8uQACID,AC11a00000oVvhmAACID
CO31P00001DBKm1QAHID,AC11a00000ln3jXAAQID
CO31P000016OIWKQA4ID,AC11a00000ZK4o9AADID
CO34p00001mcgW1AAIID,AC11a00000cJ5rnAACID
CO31P000019unreQAAID,AC11a00000vWjZZAA0ID
CO31a00000miVw2AAEID,AC11a00000ksRElAAMID
CO31a00000sVbzTAASID,AC11a00000kNlVmAAKID
CO31P00001DRCnQQAXID,AC11a00000ksuJLAAYID
CO34p00001i2IAIAA2ID,AC11P00000zTubsQACID
CO34p00001mx3dZAAQID,AC11a00000cJHEOAA4ID
CO31a00000hKLJpAAOID,AC11a00000hGPg9AAGID
CO31P0000136W3eQAEID,AC11a00000XoMmfAAFID
CO31P0000178W2cQAEID,AC11a00000jOyPhAAKID
CO34p00001gvtcHAAQID,AC11a00000na9kxAAAID
CO31P000018B6h3QACID,AC11a00000hGKSGAA4ID
CO34p00001icsJNAAYID,AC11a00000nbJICAA2ID
CO34p00001mcse2AAAID,AC14p00001lm402AAAID
CO31a00000hHuD7AAKID,AC11a00000cJHI6AAOID
CO34p00001m2lwKAAQID,AC11P000010fyoNQAQID
CO31P000014BPOiQAOID,AC11a00000cJ0BlAAKID
CO34p00001gPzUzAAKID,AC11P000013sjpLQAQID
CO31P000012IyEAQA0ID,AC11a00000VqAJ0AANID
CO34p00001kTE8XAAWID,AC11a00000q08LNAAYID
CO34p00001ib9O5AAIID,AC11a00000nbMiWAAUID
CO31a00000qTKfSAAWID,AC11a00000cqF7DAAUID
CO34p00001gPZI8AAOID,AC11a00000hGoLzAAKID
CO31P00001Cfxd4QABID,AC11a00000cJ5rnAACID
CO31a00000z9XX5AAMID,AC11a00000ln3unAAAID
CO31P000019KkZgQAKID,AC11a00000cpJ4mAAEID
CO31P00001B3fFjQAJID,AC11a00000krKUlAAMID
CO31P00001CwKUxQANID,AC11a00000cJ3UiAAKID
CO34p00001meAxlAAEID,AC14p00001gV7BbAAKID
CO34p00001i33PgAAIID,AC11a00000hH0DvAAKID
CO31P0000137qK6QAIID,AC11P00000xiq9lQAAID
CO34p00001mceSEAAYID,AC11a00000vVZuIAAWID
CO31P00001Bn0aAQARID,AC11a00000cJKNxAAOID
CO31a00000cZKK7AAOID,AC11a00000cJ3trAACID
CO31a00000hlQOgAAMID,AC11a00000hIJTiAAOID
CO34p00001kS7N1AAKID,AC11a00000hGoSgAAKID
CO31P00001EraxvQABID,AC11a00000pAOQVAA4ID
CO31P000015yWyMQAUID,AC11a00000sHTF1AAOID
CO34p00001kTzbwAACID,AC11a00000eYfGkAAKID
CO31P000016PHvRQAWID,AC11a00000hIRs6AAGID
CO31P00001CufxpQABID,AC11a00000sGSSNAA4ID
CO31a00000sVTjtAAGID,AC11a00000ksPEPAA2ID
CO31P000019PXogQAGID,AC11P000011OBZpQAOID
CO34p00001jDEfGAAWID,AC11P00000zTfV0QAKID
CO31a00000qTHZcAAOID,AC11a00000kMsdAAASID
CO34p00001jEGfUAAWID,AC11a00000cJHJ9AAOID
CO34p00001jRRctAAGID,AC11a00000hGoLzAAKID
CO31a00000pcvFCAAYID,AC11a00000mrrxfAAAID
CO34p00001kBHGUAA4ID,AC11a00000sUXM1AAOID
CO34p00001m0xq3AAAID,AC11a00000uSfJzAAKID
CO31a00000hKkj0AACID,AC11a00000hGmrUAASID
CO34p00001ieCyiAAEID,AC14p00001jNTcEAAWID
CO34p00001fn2sWAAQID,AC11a00000ec1qmAAAID
CO31a00000xml5jAAAID,AC11a00000tZekDAASID
CO34p00001gzk5UAAQID,AC11a00000cIzthAACID
CO31P000014qZRmQAMID,AC11a00000hGnYiAAKID
CO31P000019SzbPQASID,AC11a00000sEULWAA4ID
CO31a00000w5ZnGAAUID,AC11a00000pSfDEAA0ID
CO34p00001iahXNAAYID,AC11a00000sDdE5AAKID
CO31P000016NzyQQASID,AC11P00000zU2LaQAKID
CO31P00001CeoggQABID,AC11P00000zTzV9QAKID
CO34p00001nBgbAAASID,AC11a00000mpXpUAAUID
CO31a00000tbg8LAAQID,AC11a00000lnrS3AAIID
CO31a00000tAvjLAASID,AC11a00000q08coAAAID
CO34p00001ieAk5AAEID,AC14p00001jNYlsAAGID
CO31a00000cZdbuAACID,AC11a00000cJKNxAAOID
CO34p00001fp41UAAQID,AC14p00001kbcilAAAID
CO34p00001kSS9SAAWID,AC11a00000hITXOAA4ID
CO31a00000wrNgqAAEID,AC11a00000sUYALAA4ID
CO31P000016OGUoQAOID,AC11P00000zTxA7QAKID
CO31P00001DTN9yQAHID,AC11a00000cIzHJAA0ID
CO31P00001CLFSMQA5ID,AC11a00000q6kggAAAID
CO31P000016O0XcQAKID,AC11P00000zU0Y3QAKID
CO31a00000mj5MRAAYID,AC11a00000hGqfmAACID
CO31P00001ErUeVQAVID,AC11P000012YV09QAGID
CO34p00001m4R5jAAEID,AC11a00000mpdYBAAYID
CO34p00001hALETAA4ID,AC11a00000hIVQ2AAOID
CO31a00000pcu5NAAQID,AC11a00000cJHI6AAOID
CO31a00000pcbOmAAIID,AC11a00000hGoLzAAKID
CO34p00001jDDzlAAGID,AC11a00000ksaKCAAYID
CO34p00001mdnYBAAYID,AC11a00000cJDH1AAOID
CO31P000015uxkiQAAID,AC11a00000hGpLVAA0ID
CO34p00001kTlakAACID,AC14p00001kcSeAAAUID
CO34p00001ifohjAAAID,AC11a00000cokmTAAQID
CO31P000015xBPXQA2ID,AC11a00000cJBnCAAWID
CO31P000014rGkHQAUID,AC11a00000lnSQ9AAMID
CO34p00001i2iwWAAQID,AC11a00000sxqENAAYID
CO34p00001kT1j4AACID,AC14p00001kZmG7AAKID
CO34p00001i2APXAA2ID,AC11a00000cJLMHAA4ID
CO31a00000fvLouAAEID,AC11a00000cpJ51AAEID
CO34p00001fom9MAAQID,AC11a00000gfbSeAAIID
CO34p00001ic9fkAAAID,AC11a00000cJHEOAA4ID
CO31P000015xhxDQAQID,AC11a00000cJBnCAAWID
CO31P000014BxgmQACID,AC11a00000kNkqkAACID
CO34p00001hB1CQAA0ID,AC11a00000reMWmAAMID
CO31a00000f1jfJAAQID,AC11a00000eZlxNAASID
CO31P000012Q0NXQA0ID,AC11a00000cJ0Q7AAKID
CO31P000014cgrFQAQID,AC11a00000hGqZ5AAKID
CO31P000015KiDdQAKID,AC11a00000pTo1oAACID
CO31P000017YpjXQASID,AC11a00000cpJ5RAAUID
CO31a00000uZBk7AAGID,AC11a00000cJ0beAACID
CO34p00001f5SCJAA2ID,AC14p00001hQZotAAGID
CO31P000018ATPjQAOID,AC11a00000cJ0aHAASID
CO31P000016ODgIQAWID,AC11P00000zTvOeQAKID
CO31a000010bKlNAAUID,AC11a00000cJ0oTAASID
CO34p00001kSldhAACID,AC14p00001kbgy7AAAID
CO34p00001fmlx5AAAID,AC11a00000hGoLzAAKID
CO34p00001n9p7dAAAID,AC11a00000hGNCzAAOID
CO34p00001gytNKAAYID,AC11a00000q4KmYAAUID
CO31P00001CwCWTQA3ID,AC11a00000hG7GJAA0ID
CO34p00001h8hUmAAIID,AC11a000003SGoUAAWID
CO31a00000tAvgWAASID,AC11a00000eadBbAAIID
CO34p00001fnnMHAAYID,AC11a00000hGNCzAAOID
CO34p00001f665lAAAID,AC11P00000z9PfNQAUID
CO34p00001kVSssAAGID,AC11P00000xKrZbQAKID
CO34p00001hBPBtAAOID,AC11a00000WuFf9AAFID
CO34p00001mdvOYAAYID,AC11a00000gfxRbAAIID
CO34p00001nDX73AAGID,AC11a00000qacWRAAYID
CO31P000019TsQDQA0ID,AC11a00000cJHbrAAGID
CO31P00001D9fFcQAJID,AC11P00000z9PfNQAUID
CO34p00001nAMNSAA4ID,AC11P000012AyVSQA0ID
CO34p00001kTuDOAA0ID,AC11P00000zU0Y3QAKID
CO34p00001kTsYlAAKID,AC11a00000mrv8oAAAID
CO31P00001DBZDZQA5ID,AC11P00000z9PfNQAUID
CO34p00001oRsGXAA0ID,AC14p00001n4D1nAAEID
CO34p00001fpldeAAAID,AC11a00000hGkGzAAKID
CO31P000018tSJXQA2ID,AC11P00000zBenmQACID
CO34p00001kV1pTAASID,AC14p00001liQoeAAEID
CO34p00001kU9FfAAKID,AC11P000013tUhhQAEID
CO34p00001fnmQ3AAIID,AC11a00000cJ2dYAASID
CO31a000011P8YQAA0ID,AC11a00000wLinNAASID
CO31P000017Z0nQQASID,AC11a00000cJ0D3AAKID
CO34p00001m0RMrAAMID,AC11P00000z9PfNQAUID
CO31a00000nJbv2AACID,AC11a00000cJENUAA4ID
CO31a00000mUfcsAACID,AC11a00000cJ0TlAAKID
CO34p00001kEXzNAAWID,AC11a00000nbJICAA2ID
CO34p00001gyej6AAAID,AC11a00000qYlUdAAKID
CO34p00001jDmNLAA0ID,AC11a00000SWpa0AADID
CO34p00001kS3LZAA0ID,AC11a00000nbMIuAAMID
CO31a00000xJySwAAKID,AC11a00000krppTAAQID
CO31P00001CwooXQARID,AC11a00000pAP45AAGID
CO34p00001m2qvhAAAID,AC11a00000kt8fXAAQID
CO34p00001nD1iIAASID,AC14p00001jMa3yAACID
CO31a00000wtc38AAAID,AC11a00000hGmzEAASID
CO34p00001gxZxbAAEID,AC11P00000z9PfNQAUID
CO34p00001f67ppAAAID,AC11a00000vVPKaAAOID
CO31P000017aGGzQAMID,AC11a00000mO76hAACID
CO34p00001kBTC8AAOID,AC14p00001kGcjFAASID
CO31a000011O66iAACID,AC11a00000vWZnVAAWID
CO34p00001i1knLAAQID,AC11a00000hGo3gAACID
CO34p00001kV2WNAA0ID,AC11a00000oVAhdAAGID
CO34p00001ncdIXAAYID,AC14p00001kbHntAAEID
CO34p00001mv0PWAAYID,AC14p00001mqRHJAA2ID
CO34p00001ibzS1AAIID,AC11a00000cIIuvAAGID
CO34p00001kUbElAAKID,AC14p00001kd0boAAAID
CO34p00001gymoeAAAID,AC11a00000ksgBBAAYID
CO31a00000tb4hwAAAID,AC11P00000z9PfNQAUID
CO34p00001kS3EJAA0ID,AC14p00001kb9ooAAAID
CO34p00001fpljOAAQID,AC11a00000hGkGzAAKID
CO34p00001m1Q27AAEID,AC11a00000hFxcdAACID
CO31P000016p9WlQAIID,AC11a00000cJHJ9AAOID
CO31P000012n8j1QAAID,AC11P00000xK5o9QACID
CO31P0000135gk2QAAID,AC11a00000hGlOgAAKID
CO34p00001mfGHoAAMID,AC11a00000jN9M2AAKID
CO31a00000oZer2AACID,AC11a00000lovoKAAQID
CO31P00001DA6JaQALID,AC11P00000zU2aBQASID
CO34p00001jAXvHAAWID,AC11P00000xhzzWQAQID
CO34p00001kSLnEAAWID,AC11a00000jP7iEAASID
CO31a00000gS0iGAASID,AC11a00000gfMwOAAUID
CO34p00001hA4GgAAKID,AC11P00000zTxJlQAKID
CO34p00001mx1t1AAAID,AC11a00000sHMkCAAWID
CO34p00001mdFTcAAMID,AC11a00000cJ0Q7AAKID
CO34p00001mw8aoAAAID,AC14p00001mr6DEAAYID
CO31P000019w4JOQAYID,AC11a00000hIRSJAA4ID
CO31P00001CbzYAQAZID,AC11a00000kNlVmAAKID
CO31P00001ErJg8QAFID,AC11P0000147bCRQAYID
CO31P00001Cc0KoQAJID,AC11a00000hFynJAASID
CO34p00001h9JvHAAUID,AC14p00001iTETrAAOID
CO34p00001gxep2AAAID,AC11a00000lNCy4AAGID
CO34p00001kTCrHAAWID,AC11a00000sFwqKAASID
CO31P000014cbs2QAAID,AC11P00000xwRRZQA2ID
CO31a00000kkCNcAAMID,AC11a00000jPAOWAA4ID
CO34p00001h9ryHAAQID,AC11a00000cJJ5EAAWID
CO31P00001DDdscQADID,AC11P00000xwRdZQAUID
CO34p00001iftw3AAAID,AC11a00000hGNMzAAOID
CO34p00001mtKPhAAMID,AC11a00000cJKshAAGID
CO31a00000hJplyAACID,AC11a00000hG4NkAAKID
CO31P000019Ul0pQACID,AC11a00000hGJIwAAOID
CO31a00000gSi3hAACID,AC11a00000gfxYSAAYID
CO34p00001m3yuDAAQID,AC11a00000sEULWAA4ID
CO31a00000hKlhFAASID,AC11a00000hGkICAA0ID
CO34p00001niyU1AAIID,AC14p00001mr6DEAAYID
CO31a00000hKJcKAAWID,AC11a00000hGNmtAAGID
CO34p00001h9kmMAAQID,AC11a00000cJBnCAAWID
CO34p00001icLvzAAEID,AC11a00000sUYNoAAOID
CO31P000012leMPQAYID,AC11P00000xK4tPQASID
CO31a00000ySjkuAACID,AC11a00000tczuPAAQID
CO34p00001kSzOIAA0ID,AC14p00001kbrlYAAQID
CO34p00001mfycVAAQID,AC11P000012WHZrQAOID
CO34p00001mdjaHAAQID,AC14p00001mnVWXAA2ID
CO34p00001i3v38AAAID,AC11P000013g5OjQAIID
CO31a00000zrZPPAA2ID,AC11a00000ieDpIAAUID
CO31P00001Aa7aRQARID,AC11P00000z9PfNQAUID
CO31P00001DTLUTQA5ID,AC11P00000zTyHAQA0ID
CO34p00001kFJlkAAGID,AC11a00000q3aq8AAAID
CO31P00001DRyZkQALID,AC11P000013ue5IQAQID
CO31P000015ybaHQAQID,AC11a00000ghXNTAA2ID
CO34p00001i0yJdAAIID,AC11P00000zTh0yQACID
CO31a00000tdV4iAAEID,AC11a00000q6ntrAAAID
CO31P00001CwvrTQARID,AC11P000014mbRLQAYID
CO31a00000xJyD3AAKID,AC11a00000q6b1UAAQID
CO31a000010d3VWAAYID,AC11a00000jOxy7AACID
CO34p00001m40PaAAIID,AC11a00000cJKIsAAOID
CO34p00001i1TaQAAUID,AC11a00000gT5JgAAKID
CO31a00000sSHQKAA4ID,AC11a00000gT33oAACID
CO34p00001f6JKoAAMID,AC11a00000ggRKAAA2ID
CO31P00001368fQQAQID,AC11a00000cJ0HPAA0ID
CO31P000015x5gRQAQID,AC11P00000zSsdAQASID
CO34p00001i3r1oAAAID,AC11a00000cIIuvAAGID
CO31P00001AcApaQAFID,AC11a00000cIz6kAACID
CO31P000016beczQAAID,AC11P000013vCjHQAUID
CO34p00001nZ85LAASID,AC11a00000sUYdDAAWID
CO34p00001hAKUVAA4ID,AC11a00000cqkrVAAQID
CO34p00001m4SUcAAMID,AC11P000010fTFBQA2ID
CO31P000012RibeQACID,AC11a00000cpEUoAAMID
CO34p00001hAMjSAAWID,AC11a00000hIIqDAAWID
CO34p00001m34YrAAIID,AC14p00001lkiDkAAIID
CO31P00001BmYA4QANID,AC11a00000q6kggAAAID
CO31a000011OHM5AAOID,AC11a00000vWibxAACID
CO34p00001fo4dNAAQID,AC11a00000cJKhiAAGID
CO34p00001m2qwuAAAID,AC11a00000kt8fXAAQID
CO31P000012PJvlQAGID,AC11a00000hGmWlAAKID
CO31P000018tJI5QAMID,AC11a00000cJDgQAAWID
CO31P000015vHk2QAEID,AC11a00000ksepiAAAID
CO31P00001BlDV9QANID,AC11a00000hGoLzAAKID
CO34p00001mujHeAAIID,AC11a00000kt8fXAAQID
CO31a00000fxvUyAAIID,AC11a00000cJ5aXAASID
CO31P000016cKg4QAEID,AC11a00000ksPEPAA2ID
CO31P000016cQKVQA2ID,AC11a00000kQjJAAA0ID
CO31P00001B3rNKQAZID,AC11a00000cJ09QAASID
CO31P000015vVLtQAMID,AC11a00000eZli3AACID
CO31a00000xK6rTAASID,AC11a00000sXUTjAAOID
CO31a00000s1vMSAAYID,AC11a00000cJJLOAA4ID
CO31a00000hlPFOAA2ID,AC11a00000hIIOwAAOID
CO31P000012lXzMQAUID,AC11P00000xK0ddQACID
CO31P00001B6hiSQARID,AC11P0000133Dc7QAEID
CO31a00000kjy3KAAQID,AC11P0000105XsYQAUID
CO31P0000136p4eQAAID,AC11a00000cqkl3AAAID
CO31P000012RIAeQAOID,AC11a00000hIVAIAA4ID
CO31a00000cZZFdAAOID,AC11a00000cJHB5AAOID
CO31a00000llbmcAAAID,AC11a00000kNnA3AAKID
CO34p00001kTe3WAASID,AC11a00000vVBdbAAGID
CO31P00001BlLtbQAFID,AC11P0000135fmcQAAID
CO34p00001nj3xMAAQID,AC11a00000ln3u9AAAID
CO31P0000189iNvQAIID,AC14p00001jvEXfAAMID
CO34p00001jAxEJAA0ID,AC14p00001lkIf2AAEID
CO34p00001meC5eAAEID,AC11a00000eYiIQAA0ID
CO31P000015K9aFQASID,AC11a00000hFs52AACID
CO31a00000hlgOkAAIID,AC11a00000hIVQ2AAOID
CO31a00000mjNSKAA2ID,AC11a00000hGlU5AAKID
CO31a00000f1gWmAAIID,AC11a00000eZhRNAA0ID
CO34p00001mfSopAAEID,AC11a00000hG0o3AACID
CO31a00000nvnA6AAIID,AC11a00000lnqoBAAQID
CO31P000015LtTgQAKID,AC11a00000q4KmYAAUID
CO31P000016pqreQAAID,AC11a00000hIT7zAAGID
CO34p00001kUBWGAA4ID,AC11a00000gfN3ZAAUID
CO31a00000xL2vYAASID,AC11a00000kNlAZAA0ID
CO31a00000oZc9yAACID,AC11a00000cJ1J3AAKID
CO34p00001i27v4AAAID,AC11P00000zV999QACID
CO34p00001hB2xeAACID,AC11P0000147d85QAAID
CO34p00001fmi1YAAQID,AC11P00000z9PHGQA2ID
CO31P000013eCX7QAMID,AC11a00000hIIH2AAOID
CO34p00001m149SAAQID,AC11P000011NfOzQAKID
CO31P00001DAa72QADID,AC11a00000WLbx9AADID
CO31P000014ccQRQAYID,AC11a00000gT33oAACID
CO31P000019vd5KQAQID,AC11a00000lnrLpAAIID
CO31a00000vcCg1AAEID,AC11a00000rcoVWAAYID
CO34p00001m3iT3AAIID,AC11a00000krZpuAAEID
CO34p00001kW4XeAAKID,AC11P000013g0LIQAYID
CO34p00001fxj2RAAQID,AC11P00000xK4aMQASID
CO34p00001m3z5AAAQID,AC14p00001ljT3bAAEID
CO34p00001meC5dAAEID,AC11P000012Cm36QACID
CO34p00001jDeTcAAKID,AC11a00000cJ2Z2AAKID
CO31P000014cciDQAQID,AC11a00000gT33oAACID
CO34p00001mdkcKAAQID,AC14p00001mnWBBAA2ID
CO34p00001mctaIAAQID,AC14p00001lilYDAAYID
CO31P00001Cg810QABID,AC11P0000105vfDQAQID
CO34p00001mdyN5AAIID,AC11a00000cJIXgAAOID
CO34p00001icU5hAAEID,AC11a00000sUpIDAA0ID
CO34p00001mtITGAA2ID,AC11a00000cJFRnAAOID
CO31P000016bzPIQAYID,AC11a00000jOyEtAAKID
CO31P00001BlArzQAFID,AC11a00000sxqCgAAIID
CO31a00000rjMF0AAMID,AC11a00000ghr3YAAQID
CO31P000016O0fNQASID,AC11P00000zTucEQASID
CO31P000012RlRKQA0ID,AC11P00000wwaDOQAYID
CO31P000014BQ6WQAWID,AC11a00000cJSCkAAOID
CO31P00001AaE1uQAFID,AC11P00000xK5HeQAKID
CO34p00001h8kh3AAAID,AC11a00000gfbiXAAQID
CO31a00000sTWV2AAOID,AC11a00000cJ2egAACID
CO31P000014co7vQAAID,AC11P00000xwQGNQA2ID
CO31P0000135jfeQAAID,AC11a00000kMrp8AACID
CO31P0000189yqaQAAID,AC11a00000ln3pFAAQID
CO34p00001iZve9AACID,AC11a00000krKUlAAMID
CO31P00001DU1LUQA1ID,AC11a00000cJLCvAAOID
CO31P000015Kg74QACID,AC11a00000na9kxAAAID
CO31a00000zpwmMAAQID,AC11a00000sXUTjAAOID
CO34p00001jAgDgAAKID,AC11a00000nZdtWAASID
CO31P000016dNFAQA2ID,AC11a00000mL0ifAACID
CO34p00001jSFK5AAOID,AC11P00000zWXC9QAOID
CO34p00001mtll0AAAID,AC11a00000cJ92KAASID
CO31P000017ZfGAQA0ID,AC11a00000cJUCNAA4ID
CO34p00001kF4uoAACID,AC14p00001j0U69AAEID
CO34p00001nA4nhAACID,AC11a00000cJ0AsAAKID
CO31P00001Ctm5EQARID,AC11a00000nZptSAASID
CO34p00001i2S5GAAUID,AC11a00000sxqENAAYID
CO34p00001mx2riAAAID,AC11P00000zTwN0QAKID
CO34p00001nA5IAAA0ID,AC14p00001n4Rs1AAEID
CO31a00000hlQ2pAAEID,AC11a00000hGkJ5AAKID
CO31P00000yhO8lQAEID,AC11a00000ghUd6AAEID
CO31a00000s7AzPAAUID,AC11a00000ieDo0AAEID
CO31P000019xZQtQAMID,AC11P00000z9PfNQAUID
CO34p00001mw7j1AAAID,AC11P00000zTvqEQASID
CO31P000015IqNNQA0ID,AC11a00000sVpvBAASID
CO31P000014ryFwQAIID,AC11a00000hG9RNAA0ID
CO34p00001jRLNiAAOID,AC11a00000gT5ZjAAKID
CO31P000016pO6iQAEID,AC11P00000zSZ5WQAWID
CO31P000015vmXvQAIID,AC11a00000cJ2Z2AAKID
CO31P0000134LNeQAMID,AC11a00000hGkGzAAKID
CO31P00001DTCKhQAPID,AC11P00000zUFB9QAOID
CO34p00001jS7r1AACID,AC14p00001gV6TsAAKID
CO31a00000hJt0DAASID,AC11a00000hG7ZAAA0ID
CO31P00001372qcQAAID,AC11P00000xiCXpQAMID
CO31P00001CwtKtQAJID,AC11P000014mVr2QAEID
CO31P000015vRpvQAEID,AC11a00000pAOGuAAOID
CO31P00001B4c8HQARID,AC11P000012YE40QAGID
CO31P000016d0vvQAAID,AC11a00000vX030AACID
CO31a000011PeVkAAKID,AC11a00000wM2pGAASID
CO31P00001CME6tQAHID,AC11P00000xL3ZuQAKID
CO31a00000pebUVAAYID,AC11a00000nZI4NAAWID
CO31a00000fxvVNAAYID,AC11a00000gShDfAAKID
CO34p00001gPPwrAAGID,AC11a00000hH0DvAAKID
CO31a00000z95AsAAIID,AC11a00000oVvhmAACID
CO34p00001kUNHzAAOID,AC11a00000hIT0oAAGID
CO31a00000xmgL4AAIID,AC11P00000zU13YQASID
CO31P000013f80ZQAQID,AC11a00000hGIXCAA4ID
CO31P00001B6MBEQA3ID,AC11a00000hISFoAAOID
CO31a00000xLUbCAAWID,AC11a00000cJTlbAAGID
CO34p00001m3ShXAAUID,AC11P000011OYFUQA4ID
CO31P000015yD7TQAUID,AC11a00000ebpkDAAQID
CO31P000013fnQEQAYID,AC11a00000cJHQ0AAOID
CO34p00001mfaj7AAAID,AC11P000012067ZQAQID
