marketing_touchpoint_id,channel_name,contact_id,marketing_touchpoint_date
MKv4p00000jTFKFAA4ID,Event,CO31a00000vb9bcAAAID,2021-09-29T00:47:10Z
MKv4p00000jTFOuAAOID,Event,CO31P000014DPTZQA4ID,2021-09-29T01:00:50Z
MKv4p00000jTFOcAAOID,Event,CO31P000018BkzuQACID,2021-09-29T01:00:15Z
MKv4p00000jTFIXAA4ID,Event,CO34p00001oSfCGAA0ID,2021-09-29T00:41:23Z
MKv4p00000jTCwSAAWID,Event,CO34p00001kUbS5AAKID,2021-09-27T22:54:23Z
MKv4p00000hr7KCAAYID,Website,CO31P000019xuzIQAQID,2021-03-15T17:08:33Z
MKv4p00000d8ryZAAQID,Website,CO31P000015c8MzQAIID,2020-06-02T16:48:34Z
MKv4p00000iiEWZAA2ID,Website,CO34p00001m4Pp3AAEID,2021-06-11T14:47:53Z
MKv4p00000iiSmLAAUID,Website,CO34p00001mdGc0AAEID,2021-06-18T20:40:25Z
MKv4p00000ijIKbAAMID,Website,CO34p00001muC8jAAEID,2021-07-12T14:52:27Z
MKv4p00000ih9zfAAAID,Website,CO34p00001kVptsAACID,2021-05-20T18:04:21Z
MKv4p00000ihAOAAA2ID,Website,CO34p00001kVqsqAACID,2021-05-20T19:40:40Z
MKv4p00000ih9aKAAQID,Website,CO34p00001kVoatAACID,2021-05-20T15:59:47Z
MKv4p00000jQQlgAAGID,Website,CO34p00001mw7TtAAIID,2021-07-21T17:16:53Z
MKv4p00000hK6OcAAKID,Website,CO34p00001fVL6lAAGID,2021-02-16T14:43:16Z
MKv4p00000ihkSHAAYID,Website,CO34p00001m2ovzAAAID,2021-06-03T17:11:56Z
MKv4p00000fwAhPAAUID,Website,CO34p00001i52CGAAYID,2020-12-05T04:20:27Z
MKv1P00000lYMukQAGID,Website,CO31P0000178BHkQAMID,2019-07-06T21:21:30Z
MKv4p00000hLyr9AACID,Website,CO31P00001CcNPyQANID,2021-03-01T19:08:32Z
MKv4p00000jRBCsAAOID,Website,CO34p00001nCrhSAASID,2021-08-05T18:43:11Z
MKv4p00000jPX5SAAWID,Website,CO34p00001muj29AAAID,2021-07-14T15:09:19Z
MKv4p00000jQuuCAASID,Website,CO34p00001nA6apAACID,2021-07-28T20:57:34Z
MKv4p00000hrI6UAAUID,Website,CO31a00000miogVAAQID,2021-03-17T16:23:15Z
MKv4p00000jQwXuAAKID,Website,CO31P000017ZU8nQAGID,2021-07-29T17:07:34Z
MKv4p00000jQPKHAA4ID,Website,CO34p00001mvuITAAYID,2021-07-20T22:15:25Z
MKv4p00000f5OKVAA2ID,Event,CO31P0000178U39QAEID,2020-10-06T19:34:50Z
MKv1P00000m1roNQAQID,Website,CO31P000017b8rOQAQID,2019-08-18T22:39:52Z
MKv4p00000jT6c9AACID,Webinar,CO34p00001oRjCMAA0ID,2021-09-24T00:13:14Z
MKv4p00000jT6dBAASID,Webinar,CO34p00001oRj9dAACID,2021-09-24T00:13:24Z
MKv1a00000bDC9rAAGID,Webinar,CO31a00000xK6rTAASID,2018-10-11T18:56:04Z
MKv4p00000cla8jAAAID,Webinar,CO34p00001f5vhkAAAID,2020-08-06T21:36:04Z
MKv4p00000hrJrgAAEID,Webinar,CO34p00001fnZJPAA2ID,2021-03-18T01:54:20Z
MKv4p00000jRjz8AACID,Webinar,CO31a00000hJjJlAAKID,2021-08-23T13:02:09Z
MKv4p00000jRu1SAASID,Webinar,CO34p00001nBiRlAAKID,2021-08-27T09:09:42Z
MKv4p00000d8XsEAAUID,Event,CO34p00001fVBp6AAGID,2020-05-19T01:37:26Z
MKv4p00000eLcwjAACID,Website,CO31P00001B6MBEQA3ID,2020-08-20T01:50:22Z
MKv4p00000jQOXFAA4ID,Website,CO34p00001mvfPbAAIID,2021-07-20T16:58:10Z
MKv1P00000rE7qAQASID,Webinar,CO31P00001CuHxmQAFID,2020-04-06T19:58:42Z
MKv4p00000goBQ9AAMID,Website,CO31P00001BknlwQABID,2021-01-31T22:41:06Z
MKv1P00000qWztpQACID,Website,CO31P00001CMBfNQAXID,2020-01-26T23:53:58Z
MKv4p00000hrRReAAMID,Website,CO34p00001ibEyqAAEID,2021-03-19T06:43:34Z
MKv4p00000jRmssAACID,Website,CO34p00001m2MbPAAUID,2021-08-24T13:59:49Z
MKv1P00000qa2hSQAQID,Website,CO31P00001DBZdhQAHID,2020-03-07T03:56:54Z
MKv4p00000dAls8AACID,Website,CO34p00001gObwZAASID,2020-07-10T16:46:36Z
MKv4p00000igy40AAAID,Website,CO34p00001kVUTTAA4ID,2021-05-19T16:02:36Z
MKv4p00000ihHlRAAUID,Website,CO34p00001kW2idAACID,2021-05-21T18:01:06Z
MKv1P00000m1NWYQA2ID,Website,CO31P000017aWo3QAEID,2019-08-14T16:58:01Z
MKv4p00000iiLuIAAUID,Website,CO34p00001mcjApAAIID,2021-06-16T01:11:31Z
MKv4p00000hrqBCAAYID,Website,CO34p00001ibo5dAAAID,2021-03-25T00:50:16Z
MKv4p00000ijJCVAA2ID,Website,CO34p00001muDecAAEID,2021-07-12T19:36:38Z
MKv4p00000jR2iNAASID,Website,CO34p00001nBEU3AAOID,2021-08-02T19:02:04Z
MKv4p00000ihr1vAAAID,Website,CO34p00001m3WnZAAUID,2021-06-07T20:00:34Z
MKv4p00000iiYCEAA2ID,Website,CO31P00001DD9vlQADID,2021-06-21T20:58:51Z
MKv4p00000eZSeHAAWID,Website,CO34p00001h9pxLAAQID,2020-09-16T02:57:08Z
MKv4p00000iiuAzAAIID,Website,CO34p00001mfuToAAIID,2021-07-01T21:02:47Z
MKv4p00000huBKEAA2ID,Website,CO31P00001CvvXEQAZID,2021-04-20T20:46:03Z
MKv4p00000ig3daAAAID,Website,CO31a00000z95NBAAYID,2021-05-07T15:27:12Z
MKv4p00000eKzALAA0ID,Website,CO34p00001gvw7NAAQID,2020-08-17T23:44:15Z
MKv4p00000eKyzlAACID,Website,CO34p00001gvvkNAAQID,2020-08-17T22:18:48Z
MKv4p00000jPWXUAA4ID,Website,CO34p00001mumTHAAYID,2021-07-14T21:57:23Z
MKv4p00000d8wkpAAAID,Website,CO34p00001fnD7ZAAUID,2020-06-05T19:01:38Z
MKv4p00000clnkCAAQID,Website,CO34p00001f67ppAAAID,2020-08-10T15:24:54Z
MKv4p00000iggNNAAYID,Website,CO34p00001kV53qAACID,2021-05-17T18:57:34Z
MKv4p00000hM1lnAACID,Webinar,CO34p00001jSx1IAASID,2021-03-02T20:27:53Z
MKv4p00000fo0yfAAAID,Webinar,CO34p00001jSx1IAASID,2021-03-03T19:11:25Z
MKv4p00000d91WRAAYID,Webinar,CO31P00001DUBP2QAPID,2020-06-09T15:39:28Z
MKv4p00000dAc10AACID,Webinar,CO31P00001D9rb0QABID,2020-07-06T14:04:07Z
MKv4p00000igWtoAAEID,Webinar,CO34p00001f5j1GAAQID,2021-05-14T09:06:06Z
MKv4p00000ih8jxAAAID,Webinar,CO34p00001kVTbDAAWID,2021-05-20T09:04:04Z
MKv4p00000ighUjAAIID,Webinar,CO31P00001DUGSYQA5ID,2021-05-18T09:19:04Z
MKv4p00000jRVXnAAOID,Webinar,CO34p00001nAL0nAAGID,2021-08-15T13:08:09Z
MKv4p00000jT0saAACID,Webinar,CO34p00001nlBpGAAUID,2021-09-21T19:08:51Z
MKv1P00000qXHT2QAOID,Adwords,CO31P00001CMrOQQA1ID,2020-01-29T23:18:29Z
MKv4p00000dBLfGAAWID,Adwords,CO34p00001gPqa9AACID,2020-07-17T12:37:42Z
MKv1P00000m1IUiQAMID,Adwords,CO31P000017aGGzQAMID,2019-08-13T08:41:10Z
MKv4p00000d8sijAAAID,Adwords,CO34p00001fn43ZAAQID,2020-06-03T02:24:32Z
MKv4p00000igahtAAAID,Adwords,CO31P00001Aby31QABID,2021-05-14T15:07:33Z
MKv1P00000nIl7VQASID,Adwords,CO31P000019xUqSQAUID,2019-10-27T12:19:11Z
MKv4p00000jQQjuAAGID,Adwords,CO34p00001mw7OZAAYID,2021-07-21T17:03:43Z
MKv4p00000eYzoGAASID,Adwords,CO31P00001COi85QADID,2020-09-11T15:48:27Z
MKv4p00000goMFdAAMID,Adwords,CO34p00001jD3buAACID,2021-02-03T20:14:27Z
MKv4p00000ea6UjAAIID,Adwords,CO34p00001h9yp9AAAID,2020-09-17T13:20:09Z
MKv1P00000m0oHAQAYID,Adwords,CO31P000017YMJoQAOID,2019-08-01T14:51:05Z
MKv4p00000foFJXAA2ID,Adwords,CO34p00001ia3CJAAYID,2021-03-10T15:44:20Z
MKv4p00000jR48wAACID,Adwords,CO31P00001DQJzSQAXID,2021-08-03T13:26:09Z
MKv4p00000iiviDAAQID,Adwords,CO34p00001mg2RzAAIID,2021-07-02T15:23:13Z
MKv4p00000gnD0XAAUID,Adwords,CO34p00001jB746AACID,2021-01-19T23:33:36Z
MKv4p00000igTHyAAMID,Adwords,CO34p00001kUDXgAAOID,2021-05-13T00:10:40Z
MKv4p00000ifwgbAAAID,Adwords,CO31a00000mj6q5AAAID,2021-05-04T20:05:29Z
MKv1P00000lYGhHQAWID,Adwords,CO31P000016eLAjQAMID,2019-07-02T18:46:06Z
MKv1P00000nGpUuQAKID,Adwords,CO31P000018tS3jQAEID,2019-09-16T21:00:03Z
MKv4p00000foJzRAAUID,Adwords,CO34p00001iaG1vAAEID,2021-03-11T21:42:05Z
MKv4p00000iiqUhAAIID,Adwords,CO34p00001mfbYgAAIID,2021-06-30T17:00:38Z
MKv4p00000hsM3HAAUID,Adwords,CO34p00001kBTC8AAOID,2021-04-02T16:32:22Z
MKv4p00000igjtzAAAID,Adwords,CO34p00001kVP3QAAWID,2021-05-19T03:31:34Z
MKv1P00000nIah3QACID,Adwords,CO31P000019wXz1QAEID,2019-10-22T01:08:32Z
MKv4p00000d9VTPAA2ID,Adwords,CO34p00001fooklAAAID,2020-06-23T12:09:52Z
MKv1P00000qZOafQAGID,Adwords,CO31P00001D9fFcQAJID,2020-02-27T14:06:24Z
MKv4p00000goDUOAA2ID,Website,CO31P000012mJM3QAMID,2021-02-01T21:04:02Z
MKv4p00000eKkx9AACID,Adwords,CO34p00001gvmHKAAYID,2020-08-14T16:37:57Z
MKv1P00000m0JHRQA2ID,Website,CO31P000016q4IdQAIID,2019-07-17T15:49:21Z
MKv1P00000qYyTMQA0ID,Adwords,CO31P00001Ce1jXQARID,2020-02-18T17:56:50Z
MKv4p00000ihmqvAAAID,Adwords,CO34p00001m31r7AAAID,2021-06-04T14:39:54Z
MKv1P00000kyKDtQAMID,Adwords,CO31P000015ySEtQAMID,2019-05-21T19:09:55Z
MKv4p00000dzywoAAAID,Adwords,CO34p00001gQXloAAGID,2020-07-23T02:43:09Z
MKv4p00000gosloAAAID,Adwords,CO34p00001jDMmsAAGID,2021-02-05T21:01:34Z
MKv1P00000qZ8rzQACID,Adwords,CO31a00000lm8akAAAID,2020-02-21T14:46:16Z
MKv1P00000omf7RQAQID,Adwords,CO31P00001B6rmXQARID,2019-12-17T16:35:17Z
MKv4p00000clY86AAEID,Adwords,CO34p00001f5tgtAAAID,2020-08-05T21:26:48Z
MKv4p00000ihXdhAAEID,Adwords,CO34p00001m1fetAAAID,2021-05-27T19:51:23Z
MKv4p00000igCCUAA2ID,Adwords,CO34p00001gr0TlAAIID,2021-05-10T18:45:05Z
MKv4p00000jQMeYAAWID,Adwords,CO31a00000nyVntAAEID,2021-07-20T00:01:22Z
MKv4p00000ifYMcAAMID,Adwords,CO34p00001kSeSBAA0ID,2021-05-03T17:21:27Z
MKv4p00000jQUW8AAOID,Adwords,CO34p00001mwSBvAAMID,2021-07-23T00:53:29Z
MKv4p00000fu8bUAAQID,Adwords,CO34p00001i2sB7AAIID,2020-11-16T21:35:33Z
MKv4p00000eLfuXAASID,Adwords,CO34p00001gwAUiAAMID,2020-08-20T21:35:11Z
MKv4p00000jQcqnAACID,Adwords,CO34p00001mwWKEAA2ID,2021-07-23T07:42:28Z
MKv4p00000jQLPzAAOID,Adwords,CO34p00001mvhNwAAIID,2021-07-19T21:35:16Z
MKv1a00000Sm0snAABID,Adwords,CO31a00000qTFlqAAGID,2018-02-19T02:52:09Z
MKv1a00000SnzMSAAZID,Adwords,CO31a00000rkhRWAAYID,2018-03-09T18:09:56Z
MKv1P00000nITALQA4ID,Adwords,CO31P000019w03IQAQID,2019-10-18T20:56:12Z
MKv1P00000qZFqNQAWID,Adwords,CO31P00001Cg0OYQAZID,2020-02-24T20:21:43Z
MKv4p00000fvBbMAAUID,Adwords,CO34p00001i3IrEAAUID,2020-11-19T19:06:47Z
MKv1P00000qZPPzQAOID,Adwords,CO31P00001DA179QADID,2020-02-27T18:02:59Z
MKv1P00000onZa7QAEID,Adwords,CO31P00001BknlwQABID,2020-01-05T00:09:54Z
MKv1P00000qXHjZQAWID,Adwords,CO31P00001CMsRuQALID,2020-01-30T02:39:48Z
MKv4p00000huEHFAA2ID,Adwords,CO34p00001kEJ70AAGID,2021-04-21T22:35:34Z
MKv1P00000qZvRXQA0ID,Adwords,CO31P00001DBDVfQAPID,2020-03-05T01:44:18Z
MKv4p00000htR96AAEID,Adwords,CO34p00001kDCh1AAGID,2021-04-14T14:13:12Z
MKv4p00000f6hEuAAIID,Adwords,CO34p00001gysjCAAQID,2020-10-21T12:39:13Z
MKv4p00000eKnV0AAKID,Adwords,CO34p00001gvpmpAAAID,2020-08-15T17:30:13Z
MKv1P00000tOvWJQA0ID,Adwords,CO31P00001EqWkVQAVID,2020-05-05T18:20:54Z
MKv4p00000htPZNAA2ID,Adwords,CO34p00001kD6iGAASID,2021-04-14T00:01:03Z
MKv4p00000iia55AAAID,Adwords,CO34p00001mdwFbAAIID,2021-06-22T18:12:22Z
MKv1a00000g5wD1AAIID,Adwords,CO31a000011O66iAACID,2018-11-08T21:55:56Z
MKv4p00000clNl9AAEID,Adwords,CO34p00001f5kQ3AAIID,2020-08-04T01:03:30Z
MKv4p00000hsTWFAA2ID,Adwords,CO34p00001kBl9yAACID,2021-04-05T20:17:03Z
MKv4p00000ifUMTAA2ID,Adwords,CO34p00001kSXflAAGID,2021-05-02T23:21:27Z
MKv4p00000fx63TAAQID,Adwords,CO34p00001iesfMAAQID,2020-12-23T17:39:02Z
MKv1P00000s8iOvQAIID,Adwords,CO31P00001DD0hUQATID,2020-03-10T21:47:34Z
MKv1a00000g5wTVAAYID,Adwords,CO31a000011O6dfAACID,2018-11-08T22:32:16Z
MKv1P00000bF7lgQACID,Adwords,CO31P000012JHwyQAGID,2018-11-29T17:00:16Z
MKv4p00000gmq0FAAQID,Adwords,CO31P000018A8lMQASID,2021-01-18T17:51:30Z
MKv1a00000bBC0BAAWID,Adwords,CO31a00000ySFc6AAGID,2018-09-24T01:40:58Z
MKv4p00000gmFGjAAMID,Adwords,CO34p00001jAWf6AAGID,2021-01-14T13:39:12Z
MKv1a00000c8PvmAAEID,Adwords,CO31a00000cbJ3KAAUID,2018-10-23T06:35:41Z
MKv1a00000g6yrZAAQID,Adwords,CO31a000011PexgAACID,2018-11-14T20:00:20Z
MKv1P00000s9MgpQAEID,Adwords,CO31P00001DRHuCQAXID,2020-03-20T14:22:18Z
MKv1P00000qa2hDQAQID,Adwords,CO31P00001DBZdhQAHID,2020-03-07T03:55:11Z
MKv1P00000qXA3PQAWID,Adwords,CO31P00001CMR9mQAHID,2020-01-28T01:52:39Z
MKv4p00000clSyiAAEID,Adwords,CO34p00001f5pBSAAYID,2020-08-05T01:37:23Z
MKv4p00000clOo1AAEID,Adwords,CO31a00000hlc5dAAAID,2020-08-04T11:42:04Z
MKv4p00000clpfpAAAID,Adwords,CO34p00001f6BPEAA2ID,2020-08-11T06:59:52Z
MKv4p00000iiNELAA2ID,Adwords,CO34p00001mcqPvAAIID,2021-06-16T15:57:54Z
MKv4p00000jQOouAAGID,Adwords,CO34p00001mvnbTAAQID,2021-07-20T18:35:09Z
MKv1P00000qaAHUQA2ID,Adwords,CO31P00001DBthkQADID,2020-03-09T22:01:17Z
MKv4p00000d98cbAAAID,Adwords,CO34p00001fnklRAAQID,2020-07-03T04:13:45Z
MKv1P00000m1EhfQAEID,Adwords,CO31a00000pey8LAAQID,2019-08-12T14:57:15Z
MKv4p00000dB0wkAACID,Adwords,CO34p00001gP8L8AAKID,2020-07-14T17:23:25Z
MKv4p00000iiNi6AAEID,Adwords,CO34p00001mcrmyAAAID,2021-06-16T19:00:40Z
MKv4p00000d8WMjAAMID,Adwords,CO34p00001fV82ZAASID,2020-05-18T13:19:33Z
MKv4p00000clSKlAAMID,Website,CO31P00001370poQAAID,2020-08-04T21:21:29Z
MKv4p00000ihiC6AAIID,Website,CO34p00001m2ZECAA2ID,2021-06-02T17:51:40Z
MKv4p00000fvozDAAQID,Website,CO31a00000fwe4ZAAQID,2020-12-01T18:39:45Z
MKv4p00000iiMojAAEID,Website,CO34p00001mcpiaAAAID,2021-06-16T14:29:00Z
MKv4p00000ihTUUAA2ID,Website,CO34p00001m1Jp9AAEID,2021-05-26T10:37:57Z
MKv1P00000m26j5QAAID,Website,CO31P0000189bloQAAID,2019-08-22T21:42:16Z
MKv4p00000iitMfAAIID,Website,CO34p00001h9PCRAA2ID,2021-07-01T17:13:50Z
MKv4p00000fo5uAAAQID,Website,CO34p00001iZalKAASID,2021-03-06T02:24:14Z
MKv4p00000eaPpTAAUID,Website,CO34p00001hABWGAA4ID,2020-09-19T15:46:51Z
MKv4p00000fwB8tAAEID,Website,CO34p00001icdgBAAQID,2020-12-05T16:33:15Z
MKv4p00000ebFN4AAMID,Adwords,CO34p00001hBRJlAAOID,2020-10-02T00:22:15Z
MKv4p00000ifa6BAAQID,Adwords,CO34p00001kSmErAAKID,2021-05-04T14:55:12Z
MKv1P00000m0isGQAQID,Adwords,CO31P000017Xu7SQASID,2019-07-30T05:39:47Z
MKv1P00000rEC47QAGID,Adwords,CO31P00001CuieRQARID,2020-04-07T10:26:48Z
MKv4p00000eaUKUAA2ID,Adwords,CO34p00001hALETAA4ID,2020-09-22T01:24:34Z
MKv4p00000fwvFBAAYID,Event,CO31a00000lPTU4AAOID,2020-12-18T00:18:25Z
MKv1P00000qWgyuQACID,Adwords,CO31P00001CLJsyQAHID,2020-01-21T18:28:09Z
MKv1P00000oobezQAAID,Adwords,CO31P000015MAOlQAOID,2020-01-15T15:05:25Z
MKv1P00000qW0tPQASID,Adwords,CO31P00001BmpoBQARID,2020-01-16T04:01:31Z
MKv4p00000f6qbDAAQID,Adwords,CO34p00001gzMRdAAMID,2020-10-26T06:06:10Z
MKv1P00000nHXqpQAGID,Adwords,CO31P000019TbggQACID,2019-10-04T02:20:14Z
MKv4p00000cloqOAAQID,Adwords,CO34p00001f6APwAAMID,2020-08-10T22:02:25Z
MKv4p00000ig4PoAAIID,Adwords,CO31P000016e6kvQAAID,2021-05-07T21:54:33Z
MKv4p00000d934pAAAID,Adwords,CO34p00001fnSFOAA2ID,2020-06-10T17:21:42Z
MKv1P00000nKjd6QACID,Adwords,CO31a00000dfcbxAAAID,2019-11-22T15:16:38Z
MKv4p00000iiRWEAA2ID,Adwords,CO34p00001mdCyLAAUID,2021-06-18T12:02:26Z
MKv4p00000ij8erAAAID,Adwords,CO31P00001D9zncQABID,2021-07-07T13:20:30Z
MKv1P00000s8hvkQAAID,Adwords,CO31P00001DCyo4QADID,2020-03-10T19:06:25Z
MKv1P00000nKeQEQA0ID,Adwords,CO31P00001AdZa7QAFID,2019-11-21T17:07:20Z
MKv4p00000clfjJAAQID,Adwords,CO34p00001f61AiAAIID,2020-08-07T16:45:37Z
MKv1P00000sAR5OQAWID,Event,CO31P00001DTCKhQAPID,2020-04-14T15:48:39Z
MKv4p00000eYpXRAA0ID,Website,CO34p00001h8hUmAAIID,2020-09-08T19:28:45Z
MKv4p00000iiJ3rAAEID,Website,CO31P00001DDLDbQAPID,2021-06-14T21:52:23Z
MKv4p00000ijA6vAAEID,Website,CO31P0000135kFXQAYID,2021-07-07T21:19:33Z
MKv1P00000ooYd9QAEID,Website,CO31P00001BmSrsQAFID,2020-01-14T17:02:24Z
MKv1P00000nJr6mQACID,Website,CO31P000014rFJGQA2ID,2019-11-14T13:54:38Z
MKv4p00000d8pTeAAIID,Website,CO34p00001fmtAdAAIID,2020-05-30T19:04:31Z
MKv4p00000hv4GVAAYID,Website,CO34p00001kS21fAACID,2021-04-29T14:44:32Z
MKv4p00000f7LGiAAMID,Website,CO31a00000fxuyiAAAID,2020-10-29T17:12:11Z
MKv4p00000ighb1AAAID,Website,CO34p00001kVDY1AAOID,2021-05-18T11:18:23Z
MKv4p00000ii3VsAAIID,Website,CO34p00001m3geXAAQID,2021-06-08T17:06:15Z
MKv4p00000iiCp2AAEID,Website,CO34p00001m4Dg3AAEID,2021-06-10T17:23:09Z
MKv1P00000on6P4QAIID,Website,CO31P00001BkUVDQA3ID,2020-01-02T21:34:20Z
MKv4p00000igSPuAAMID,Website,CO34p00001kUAEmAAOID,2021-05-12T16:47:04Z
MKv4p00000hKzTNAA0ID,Website,CO31a00000xm7uLAAQID,2021-02-24T16:28:48Z
MKv4p00000jPuH8AAKID,Website,CO34p00001mvDXMAA2ID,2021-07-16T19:08:26Z
MKv1P00000m28bDQAQID,Website,CO31P0000189l7SQAQID,2019-08-23T19:14:55Z
MKv4p00000ifV7QAAUID,Website,CO34p00001kScAhAAKID,2021-05-03T11:41:47Z
MKv1P00000qX9IUQA0ID,Website,CO31P00001CMOIPQA5ID,2020-01-27T21:16:07Z
MKv4p00000dBIMsAAOID,Website,CO34p00001gPflbAACID,2020-07-16T05:43:07Z
MKv4p00000iiDTaAAMID,Website,CO34p00001m4Gn5AAEID,2021-06-10T21:50:32Z
MKv4p00000ifyOpAAIID,Website,CO34p00001kSzOIAA0ID,2021-05-05T15:35:29Z
MKv4p00000ifR12AAEID,Website,CO34p00001kS4rXAASID,2021-04-29T19:54:29Z
MKv4p00000jSHORAA4ID,Website,CO31a00000miosbAAAID,2021-09-09T16:46:22Z
MKv4p00000jQStqAAGID,Website,CO31a00000uGSbGAAWID,2021-07-22T15:02:11Z
MKv4p00000fvBs0AAEID,Webinar,CO31P00001Cfrt3QABID,2020-11-19T19:58:57Z
MKv4p00000hKSLUAA4ID,Webinar,CO31P00001B6OfFQAVID,2021-04-01T07:00:00Z
MKv4p00000fo1x6AAAID,Webinar,CO31P00001B6OfFQAVID,2021-03-04T07:06:33Z
MKv4p00000ihq0rAAAID,Webinar,CO34p00001m3T8HAAUID,2021-06-07T12:45:47Z
MKv4p00000iiIQ7AAMID,Webinar,CO34p00001m4QogAAEID,2021-06-14T16:16:25Z
MKv4p00000iiShQAAUID,Webinar,CO34p00001mdGRWAA2ID,2021-06-18T20:07:10Z
MKv1a00000X2VcPAAVID,Adwords,CO31a00000uD9U2AAKID,2018-05-12T18:53:37Z
MKv1P00000lYM6jQAGID,Adwords,CO31P000015cXigQAEID,2019-07-05T18:07:19Z
MKv1P00000jHKixQAGID,Adwords,CO31P000014C9SZQA0ID,2019-03-08T10:24:13Z
MKv1P00000jIG8PQAWID,Adwords,CO31P000014rgwwQAAID,2019-03-27T16:56:18Z
MKv1P00000bHDqgQAGID,Adwords,CO31a00000mij6HAAQID,2019-01-09T20:06:12Z
MKv1P00000iTA7EQAWID,Adwords,CO31P0000136ypsQAAID,2019-01-30T18:17:40Z
MKv1P00000jI15DQASID,Adwords,CO31P000014qWrGQAUID,2019-03-21T15:13:41Z
MKv1P00000bHWzCQAWID,Adwords,CO31P000012n7kVQAQID,2019-01-15T13:59:49Z
MKv1P00000irXtUQAUID,Adwords,CO31a00000t7nJmAAIID,2019-02-25T17:52:17Z
MKv1P00000k6BA8QAMID,Adwords,CO31P000015JgMfQAKID,2019-04-06T02:23:35Z
MKv1P00000bH4lUQASID,Adwords,CO31a00000cZmcgAACID,2019-01-07T17:21:42Z
MKv1P00000iTOpUQAWID,Adwords,CO31P000013gQz3QAEID,2019-02-08T11:43:28Z
MKv1P00000k7MzKQAUID,Website,CO31P000015ZfWeQAKID,2019-04-23T03:37:34Z
MKv1P00000iAy0LQASID,Adwords,CO31P000013Ub9pQACID,2019-03-29T02:40:42Z
MKv1P00000bHotrQACID,Adwords,CO31P000012nPH2QAMID,2019-01-16T15:41:54Z
MKv4p00000ihgIBAAYID,Webinar,CO34p00001i1ThgAAEID,2021-06-01T18:20:55Z
MKv4p00000jQURcAAOID,Webinar,CO34p00001mwRHOAA2ID,2021-07-23T00:41:16Z
MKv4p00000jPRoUAAWID,Website,CO31a00000hJlmVAASID,2021-07-13T14:46:19Z
MKv4p00000f5Ke5AAEID,Website,CO31P000015MAOlQAOID,2020-10-06T02:06:20Z
MKv1P00000m2hLsQAIID,Event,CO31a00000sSUDHAA4ID,2019-09-10T01:08:46Z
MKv1P00000jIDs0QAGID,Webinar,CO31a00000zBtSaAAKID,2019-03-26T18:05:59Z
MKv1P00000k63vBQAQID,Webinar,CO31a00000sSHQKAA4ID,2019-04-04T14:49:31Z
MKv1P00000onWwjQAEID,Website,CO31P000018BfZTQA0ID,2020-01-03T18:46:11Z
MKv4p00000hKoQlAAKID,Website,CO31P000015MAOlQAOID,2021-02-22T15:55:19Z
MKv4p00000fwKDaAAMID,Webinar,CO31P00001DB5egQADID,2020-12-10T16:20:42Z
MKv4p00000d8qm5AAAID,Webinar,CO34p00001fmxTWAAYID,2020-06-01T16:58:49Z
MKv4p00000d9B4IAAUID,Webinar,CO34p00001fnnS9AAIID,2020-06-17T01:40:28Z
MKv4p00000d9TmaAAEID,Webinar,CO31P000015vmZ9QAIID,2020-06-22T13:29:59Z
MKv4p00000iiPWDAA2ID,Event,CO34p00001md2kuAAAID,2021-06-17T15:08:34Z
MKv1P00000qWocCQASID,Webinar,CO31P00001BkeUkQAJID,2020-01-22T19:30:41Z
MKv4p00000ea0aZAAQID,Event,CO34p00001fmhjIAAQID,2020-09-16T19:13:49Z
MKv4p00000eLcc8AACID,Event,CO31P000019SyimQACID,2020-08-19T22:20:03Z
MKv4p00000fvNQsAAMID,Webinar,CO34p00001i3vytAAAID,2020-11-25T14:59:41Z
MKv4p00000d9U36AAEID,Webinar,CO31a00000sV4m0AACID,2020-06-22T07:00:00Z
MKv4p00000ckyr5AAAID,Webinar,CO31P00001DD8znQADID,2020-07-28T15:10:38Z
MKv4p00000clZw9AAEID,Webinar,CO34p00001f5rizAAAID,2020-08-06T14:22:44Z
MKv4p00000jQOXtAAOID,Webinar,CO34p00001kTvU6AAKID,2021-07-20T17:00:41Z
MKv4p00000iilPmAAIID,Webinar,CO31a00000lkd2AAAQID,2021-06-28T13:50:46Z
MKv4p00000jRRwRAAWID,Webinar,CO34p00001m18x5AAAID,2021-08-12T19:43:36Z
MKv4p00000jT2BBAA0ID,Webinar,CO34p00001nlIK7AAMID,2021-09-22T11:08:47Z
MKv1P00000tPPXaQAOID,Event,CO31P00001ErPkyQAFID,2020-05-12T20:21:22Z
MKv4p00000d8anUAAQID,Event,CO34p00001fVHL3AAOID,2020-05-19T21:07:32Z
MKv4p00000jRS45AAGID,Website,CO34p00001m2XudAAEID,2021-08-12T20:23:40Z
MKv1P00000onxlOQAQID,Webinar,CO31P00001AbMSfQANID,2020-01-08T06:51:35Z
MKv1P00000onXx6QAEID,Webinar,CO31a00000gSiHtAAKID,2020-01-03T22:24:04Z
MKv1P00000qZAKUQA4ID,Webinar,CO31P00001BkbwsQABID,2020-02-22T00:13:41Z
MKv1P00000qZOmlQAGID,Webinar,CO31P000018CDwsQAGID,2020-02-27T15:06:01Z
MKv1P00000s9Y2wQAEID,Webinar,CO31P00001DDdmYQATID,2020-03-24T19:11:30Z
MKv1P00000s9KjdQAEID,Webinar,CO31P00001B4mo5QABID,2020-03-19T16:46:53Z
