sales_touchpoint_id,channel_name,contact_id,sales_touchpoint_date
SAT4p00001gPJV6EAOID,Outbound,CO34p00001ibaXKAAYID,2021-05-06T13:29:41Z
SAT4p00001g3WfEEAUID,Outbound,CO31P00001CelmgQABID,2021-05-04T20:29:43Z
SAT4p00001kIs01EACID,Outbound,CO31P00001CuKmWQAVID,2021-08-03T16:36:47Z
SAT4p00001kJ6c0EACID,Outbound,CO34p00001n9oXWAAYID,2021-08-03T20:51:51Z
SAT4p00001kJhHQEA0ID,Outbound,CO34p00001nBg49AACID,2021-08-04T16:17:11Z
SAT4p00001kIAzcEAGID,Outbound,CO31P000016blXAQAYID,2021-08-02T07:49:34Z
SAT4p00001kKRrDEAWID,Outbound,CO31P000019uDthQAEID,2021-08-05T20:10:35Z
SAT4p00001kJoF9EAKID,Outbound,CO31a00000hKjpZAASID,2021-08-04T18:17:06Z
SAT4p00001kKPeLEAWID,Outbound,CO34p00001kUA4cAAGID,2021-08-05T19:17:10Z
SAT4p00001kJ1aaEACID,Outbound,CO34p00001muyZfAAIID,2021-08-03T19:53:04Z
SAT4p00001kKPv3EAGID,Outbound,CO34p00001mfcK3AAIID,2021-08-05T19:05:20Z
SAT4p00001kKEwAEAWID,Outbound,CO31a00000w3uGjAAIID,2021-08-05T14:43:11Z
SAT4p00001kIauDEASID,Outbound,CO34p00001mud1zAAAID,2021-08-02T21:39:07Z
SAT4p00001kJyXWEA0ID,Outbound,CO31P00001Cux3mQABID,2021-08-04T21:25:56Z
SAT4p00001kJoq0EACID,Outbound,CO34p00001gzlAfAAIID,2021-08-04T18:25:41Z
SAT4p00001ksPeWEAUID,Outbound,CO34p00001hB3vfAACID,2021-08-06T21:06:27Z
SAT4p00001kIkhkEACID,Outbound,CO34p00001mvkjAAAQID,2021-08-03T14:03:30Z
SAT4p00001kJMfHEAWID,Outbound,CO34p00001kVkCgAAKID,2021-08-04T08:41:18Z
SAT4p00001kJ0XPEA0ID,Outbound,CO31P00001CvtqfQABID,2021-08-03T19:36:30Z
SAT4p00001kIOIOEA4ID,Outbound,CO34p00001mfQ4JAAUID,2021-08-02T16:23:47Z
SAT4p00001ksOxuEAEID,Outbound,CO34p00001n9mZlAAIID,2021-08-06T20:47:59Z
SAT4p00001kIqlhEACID,Outbound,CO34p00001m3VcZAAUID,2021-08-03T16:06:38Z
SAT4p00001kJdHUEA0ID,Outbound,CO31a00000z9Y6dAAEID,2021-08-04T15:16:29Z
SAT4p00001kJkspEACID,Outbound,CO34p00001mvnfuAAAID,2021-08-04T17:57:48Z
SAT4p00001kIllMEASID,Outbound,CO34p00001fn2JwAAIID,2021-08-03T14:32:51Z
SAT1P00002Sb3R3UAJID,Outbound,CO31a00000zqsGOAAYID,2019-01-11T17:12:49Z
SAT1P00002fmqJPUAYID,Outbound,CO31P000012K2ueQACID,2019-04-12T19:00:14Z
SAT1P00002f5LGOUA2ID,Outbound,CO31P0000136EKvQAMID,2019-04-08T20:18:51Z
SAT1P00002fmZrrUAEID,Outbound,CO31a00000llwXPAAYID,2019-04-12T15:10:45Z
SAT1P00002fm3NOUAYID,Outbound,CO31P000013gStnQAEID,2019-04-11T20:37:31Z
SAT1P00002f5J9oUAEID,Outbound,CO31P000015KB1TQAWID,2019-04-08T20:06:47Z
SAT1P00002flF3RUAUID,Outbound,CO31P000012lp26QAAID,2019-04-11T15:11:16Z
SAT1P00002fly1TUAQID,Outbound,CO31a00000hKosZAASID,2019-04-11T19:43:30Z
SAT1P00002fjEv5UAEID,Outbound,CO31P000012K2ueQACID,2019-04-09T20:50:50Z
SAT1P00002fm5ReUAIID,Outbound,CO31P000012PtzpQACID,2019-04-11T21:04:59Z
SAT1P00002otMbfUAEID,Outbound,CO31P0000178UuDQAUID,2019-07-10T10:19:57Z
SAT1P00002orjENUAYID,Outbound,CO31a00000kEo3uAACID,2019-07-08T20:44:02Z
SAT1P00002osFIyUAMID,Outbound,CO31a00000xK112AACID,2019-07-09T14:25:16Z
SAT1P00002oBDs5UAGID,Outbound,CO31P000016e2d9QAAID,2019-07-08T14:39:07Z
SAT1P00002oszIFUAYID,Outbound,CO31P000015vFwGQAUID,2019-07-09T19:00:38Z
SAT1P00002oIhvMUASID,Outbound,CO31P000016p9WlQAIID,2019-07-11T17:13:20Z
SAT1P00002orG0xUAEID,Outbound,CO31a000010c6dGAAQID,2019-07-08T15:32:02Z
SAT1P00002oryYTUAYID,Outbound,CO31P000013e6QDQAYID,2019-07-09T10:38:28Z
SAT1P000030Tk5XUASID,Outbound,CO31P000018tZtuQAEID,2019-10-10T16:03:03Z
SAT1P000030TH2RUAWID,Outbound,CO31a00000wWC7OAAWID,2019-10-10T13:19:49Z
SAT1P000030m7VZUAYID,Outbound,CO31P000012n8j1QAAID,2019-10-11T16:48:17Z
SAT1P000030TU14UAGID,Outbound,CO31P000018togbQAAID,2019-10-10T14:52:58Z
SAT1P000030lwdpUAAID,Outbound,CO31P000019UdkSQASID,2019-10-11T15:08:24Z
SAT1P000030RQ3uUAGID,Outbound,CO31a00000mUReaAAGID,2019-10-08T19:16:19Z
SAT1P00002zfUe5UAEID,Outbound,CO31P0000136kINQAYID,2019-10-07T17:30:41Z
SAT1P00003CdWmPUAVID,Outbound,CO31P000019xq5OQAQID,2020-01-06T22:11:55Z
SAT1P00003CeqlGUARID,Outbound,CO31P00001B5hB2QAJID,2020-01-07T21:57:05Z
SAT1P00003D1PoGUAVID,Outbound,CO31a00000hKNUKAA4ID,2020-01-08T23:02:25Z
SAT1P00003MoMCQUA3ID,Outbound,CO31P00001CLK17QAHID,2020-04-07T16:16:43Z
SAT1P00003MnakSUARID,Outbound,CO31P00001CepdIQARID,2020-04-06T21:16:38Z
SAT1P00003Mp87uUABID,Outbound,CO31P00001DRyZfQALID,2020-04-08T08:03:51Z
SAT1P00003N8VarUAFID,Outbound,CO31P000019xyzIQAQID,2020-04-10T19:50:23Z
SAT1P00003N7FomUAFID,Outbound,CO31P00001CtWLTQA3ID,2020-04-09T18:21:54Z
SAT1P00003MoPZyUANID,Outbound,CO31a00000vaTLGAA2ID,2020-04-07T16:41:33Z
SAT1P00003MnPVdUANID,Outbound,CO31P000018BcFjQAKID,2020-04-06T19:04:16Z
SAT1P00003N79qJUARID,Outbound,CO31a00000ySoLxAAKID,2020-04-09T16:55:58Z
SAT1P00003Mo9PTUAZID,Outbound,CO31P00001CdjzTQARID,2020-04-07T13:48:26Z
SAT1P00003MooIkUAJID,Outbound,CO31P00001Cd5eGQARID,2020-04-07T21:58:15Z
SAT4p00001TWMg7EAHID,Outbound,CO31P000015wsEhQAIID,2020-07-06T14:38:20Z
SAT4p00001TWTyuEAHID,Outbound,CO34p00001fn6GWAAYID,2020-07-06T16:24:25Z
SAT4p00001TXDYEEA5ID,Outbound,CO31P00001EqS44QAFID,2020-07-08T14:26:06Z
SAT4p00001TkrhpEABID,Outbound,CO31P000018tXHAQA2ID,2020-07-10T14:29:15Z
SAT4p00001TWVKzEAPID,Outbound,CO31P0000135eK8QAIID,2020-07-06T16:38:59Z
SAT4p00001TWxHyEALID,Outbound,CO34p00001fqJetAAEID,2020-07-07T19:45:49Z
SAT4p00001TXw30EADID,Outbound,CO31P0000135QqKQAUID,2020-07-09T15:48:38Z
SAT4p00001TWYCaEAPID,Outbound,CO31P0000135gk2QAAID,2020-07-06T17:30:10Z
SAT4p00001TXJwvEAHID,Outbound,CO31P000016dFDjQAMID,2020-07-08T16:31:16Z
SAT4p00001TWaknEADID,Outbound,CO31a00000hKizUAASID,2020-07-06T19:02:36Z
SAT4p00001TXVE9EAPID,Outbound,CO31P00001CMpJnQALID,2020-07-08T22:44:08Z
SAT4p00001TWaHXEA1ID,Outbound,CO31P00001DUGjuQAHID,2020-07-06T18:48:33Z
SAT4p00001XHqBREA1ID,Outbound,CO31P00001B5dfNQARID,2020-10-08T15:27:10Z
SAT4p00001XHrfvEADID,Outbound,CO31a00000l7gZ9AAIID,2020-10-08T15:43:32Z
SAT4p00001XHafEEATID,Outbound,CO31P00001BkVQSQA3ID,2020-10-07T19:36:55Z
SAT4p00001XHprSEATID,Outbound,CO34p00001f5cPUAAYID,2020-10-08T15:31:01Z
SAT4p00001XHAJSEA5ID,Outbound,CO31P00001Cg4imQABID,2020-10-06T18:38:39Z
SAT4p00001XIPqWEAXID,Outbound,CO34p00001gQkH0AAKID,2020-10-09T18:19:54Z
SAT4p00001XIKZUEA5ID,Outbound,CO31P00001B6y6rQABID,2020-10-09T15:39:28Z
SAT4p00001XHoCXEA1ID,Outbound,CO34p00001gxR9SAAUID,2020-10-08T14:41:54Z
SAT4p00001XHYUZEA5ID,Outbound,CO31P000019Tll1QACID,2020-10-07T18:34:52Z
SAT4p00001XIS3fEAHID,Outbound,CO31a00000cZmAwAAKID,2020-10-09T19:15:14Z
SAT4p00001atmrrEAAID,Outbound,CO31a00000hHbh2AACID,2021-01-08T17:39:04Z
SAT4p00001ascaVEAQID,Outbound,CO31a00000ySoKlAAKID,2021-01-05T22:39:14Z
SAT4p00001at0giEAAID,Outbound,CO31a00000gRy9yAACID,2021-01-06T17:37:30Z
SAT4p00001at2SaEAIID,Outbound,CO34p00001gyu4LAAQID,2021-01-06T18:08:40Z
SAT4p00001atVeoEAEID,Outbound,CO31P00001CcNPyQANID,2021-01-07T18:54:23Z
SAT4p00001asPFWEA2ID,Outbound,CO31P000018tX7eQAEID,2021-01-05T17:36:37Z
SAT4p00001epAaiEAEID,Outbound,CO31a00000zpWkUAAUID,2021-04-06T14:57:24Z
SAT4p00001eprvbEAAID,Outbound,CO31P000013gK4pQAEID,2021-04-07T18:16:48Z
SAT4p00001eqMKGEA2ID,Outbound,CO31a00000lkePCAAYID,2021-04-08T15:48:02Z
SAT4p00001eq3h3EAAID,Outbound,CO34p00001iZwUBAA0ID,2021-04-07T23:28:35Z
SAT4p00001epIqVEAUID,Outbound,CO31a00000kEyHsAAKID,2021-04-06T18:05:07Z
SAT4p00001epASVEA2ID,Outbound,CO34p00001kBMhzAAGID,2021-04-06T14:44:46Z
SAT4p00001fG494EACID,Outbound,CO34p00001ie77VAAQID,2021-04-09T14:56:31Z
SAT4p00001epwXLEAYID,Outbound,CO31P00001ErSe6QAFID,2021-04-07T20:07:59Z
SAT4p00001epgNuEAIID,Outbound,CO31P000016bIywQAEID,2021-04-07T15:00:21Z
SAT4p00001j6gt5EAAID,Outbound,CO31P0000149qkIQAQID,2021-07-09T18:05:30Z
SAT4p00001j4YzkEAEID,Outbound,CO31a00000hJkCbAAKID,2021-07-06T15:47:50Z
SAT4p00001j67XpEAIID,Outbound,CO31a00000gS0NdAAKID,2021-07-08T16:14:14Z
SAT4p00001j5H9lEAEID,Outbound,CO31P00001AaTglQAFID,2021-07-07T07:44:09Z
SAT4p00001j5ywqEAAID,Outbound,CO34p00001kRw0YAASID,2021-07-08T12:45:24Z
SAT4p00001j4RdzEAEID,Outbound,CO31a000011OVKwAAOID,2021-07-06T13:36:36Z
SAT4p00001j5kazEAAID,Outbound,CO31P000014D9U4QAKID,2021-07-07T18:24:02Z
SAT4p00001j4MprEAEID,Outbound,CO34p00001kVkCgAAKID,2021-07-06T07:25:56Z
SAT4p00001j6CprEAEID,Outbound,CO31a00000zpc2HAAQID,2021-07-08T17:22:48Z
SAT4p00001j6dXwEAIID,Outbound,CO31a00000nuqpPAAQID,2021-07-09T16:26:58Z
SAT4p00001j5iy6EAAID,Outbound,CO34p00001f6AYkAAMID,2021-07-07T17:59:18Z
SAT4p00001j67XOEAYID,Outbound,CO34p00001jRA8TAAWID,2021-07-08T15:51:17Z
SAT4p00001j610XEAQID,Outbound,CO31P00001B7c0VQARID,2021-07-08T13:41:43Z
SAT4p00001j5jLyEAIID,Outbound,CO31P00001B5DsbQAFID,2021-07-07T18:06:25Z
SAT4p00001j6e5tEAAID,Outbound,CO34p00001mcWbyAAEID,2021-07-09T16:40:41Z
SAT4p00001j5qp6EAAID,Outbound,CO34p00001mtAJrAAMID,2021-07-07T21:07:00Z
SAT4p00001j6Z0vEAEID,Outbound,CO34p00001mtWvoAAEID,2021-07-09T15:02:51Z
SAT4p00001j4BYLEA2ID,Outbound,CO31a00000zq5coAAAID,2021-07-05T13:25:55Z
SAT4p00001j6gzJEAQID,Outbound,CO34p00001i4RkrAAEID,2021-07-09T18:22:17Z
SAT4p00001j5S4mEAEID,Outbound,CO34p00001kUs4RAASID,2021-07-07T13:22:13Z
SAT4p00001j6IaqEAEID,Outbound,CO34p00001fp3HoAAIID,2021-07-08T18:52:27Z
SAT4p00001j6KGHEA2ID,Outbound,CO31P00001CP0veQADID,2021-07-08T19:33:53Z
SAT4p00001j5fiDEAQID,Outbound,CO34p00001i2APWAA2ID,2021-07-07T16:58:30Z
SAT4p00001j6OQLEA2ID,Outbound,CO31a00000XiMT0AANID,2021-07-08T21:17:29Z
SAT4p00001j61TEEAYID,Outbound,CO34p00001mfyNrAAIID,2021-07-08T13:57:02Z
SAT4p00001j6fpoEAAID,Outbound,CO34p00001mtmJEAAYID,2021-07-09T17:29:14Z
SAT4p00001j5TzkEAEID,Outbound,CO31P00001AdmWOQAZID,2021-07-07T13:53:24Z
SAT4p00001j6bptEAAID,Outbound,CO34p00001kTPBRAA4ID,2021-07-09T15:41:31Z
SAT4p00001j509VEAQID,Outbound,CO34p00001mfGHoAAMID,2021-07-06T22:17:53Z
SAT4p00001j61PQEAYID,Outbound,CO34p00001m4BMHAA2ID,2021-07-08T14:04:31Z
SAT1P00002Se0UdUAJID,Outbound,CO31P000012nW4dQAEID,2019-01-16T20:13:15Z
SAT1P00002Se8TyUAJID,Outbound,CO31a000010c1GLAAYID,2019-01-16T21:56:59Z
SAT1P00002SbzWGUAZID,Outbound,CO31a00000yQzEWAA0ID,2019-01-14T17:07:22Z
SAT1P00002SdPrVUAVID,Outbound,CO31P000012nHTgQAMID,2019-01-15T23:41:03Z
SAT1P00002ScxWhUAJID,Outbound,CO31a00000oZer2AACID,2019-01-15T17:20:29Z
SAT1P00002ScGPQUA3ID,Outbound,CO31a00000kmEtWAAUID,2019-01-14T20:13:49Z
SAT1P00002TYVuuUAHID,Outbound,CO31a00000X0nsdAABID,2019-01-18T22:27:32Z
SAT1P00002ScIiQUAVID,Outbound,CO31P000012lxDKQAYID,2019-01-14T20:39:40Z
SAT1P00002TYL0dUAHID,Outbound,CO31a00000hKKIzAAOID,2019-01-18T19:31:17Z
SAT1P00002Sdb2gUABID,Outbound,CO31P000012lxDKQAYID,2019-01-16T15:03:29Z
SAT1P00002Se3gvUABID,Outbound,CO31a00000v0a7dAAAID,2019-01-16T20:51:25Z
SAT1P00002gJCyMUAWID,Outbound,CO31a00000wqOiiAAEID,2019-04-17T18:20:32Z
SAT1P00002gJh7pUACID,Outbound,CO31P000014qLwcQAEID,2019-04-18T13:30:09Z
SAT1P00002gH4kwUACID,Outbound,CO31P000015KjrjQACID,2019-04-15T16:00:52Z
SAT1P00002pK7f2UACID,Outbound,CO31a00000wYiTOAA0ID,2019-07-17T20:56:00Z
SAT1P00002pHEB0UAOID,Outbound,CO31P000016pAr1QAEID,2019-07-15T14:15:15Z
SAT1P00002pk5KWUAYID,Outbound,CO31P000014C00XQASID,2019-07-18T16:44:26Z
SAT1P00002pIJhRUAWID,Outbound,CO31P000016pEQFQA2ID,2019-07-16T14:57:45Z
SAT1P00002pIrOqUAKID,Outbound,CO31P000014qbsOQAQID,2019-07-16T19:31:07Z
SAT1P00002pIAmtUAGID,Outbound,CO31P000014caRHQAYID,2019-07-16T13:53:09Z
SAT1P00002pJmYvUAKID,Outbound,CO31a00000w2DhwAAEID,2019-07-17T17:23:55Z
SAT1P000031k9fxUAAID,Outbound,CO31P000015yG4PQAUID,2019-10-18T14:09:17Z
SAT1P000030oXcyUAEID,Outbound,CO31P000015vDwWQAUID,2019-10-15T17:18:47Z
SAT1P000031k9JaUAIID,Outbound,CO31P000017ZOgcQAGID,2019-10-18T14:05:28Z
SAT1P000031kJCqUAMID,Outbound,CO31P000015xGIMQA2ID,2019-10-18T15:31:11Z
SAT1P000030p8pCUAQID,Outbound,CO31P000015xzrkQAAID,2019-10-16T12:06:54Z
SAT1P000030nel8UAAID,Outbound,CO31P000012mO4xQAEID,2019-10-14T20:35:40Z
SAT1P00003DxxVdUAJID,Outbound,CO31P000016bIsiQAEID,2020-01-16T09:39:29Z
SAT1P00003Dyeg6UABID,Outbound,CO31a00000hKNUKAA4ID,2020-01-16T19:01:58Z
SAT1P00003Dz6iFUARID,Outbound,CO31P00001BjglzQABID,2020-01-16T22:11:02Z
SAT1P00003DWrYIUA1ID,Outbound,CO31P000015LAYcQAOID,2020-01-14T20:24:37Z
SAT1P00003DYExQUAXID,Outbound,CO31a00000gSiH0AAKID,2020-01-15T19:44:05Z
SAT1P00003DVWOjUAPID,Outbound,CO31a00000dcrvdAAAID,2020-01-13T22:17:31Z
SAT1P00003Dz1fuUABID,Outbound,CO31P000012moMRQAYID,2020-01-16T21:35:28Z
SAT1P00003DWwp8UADID,Outbound,CO31P00001BjglzQABID,2020-01-14T21:11:17Z
SAT1P00003E0XIfUANID,Outbound,CO31P000019woYfQAIID,2020-01-17T22:11:19Z
SAT1P00003Nkc8yUABID,Outbound,CO31P000014rS0vQAEID,2020-04-17T20:25:46Z
SAT1P00003NkF7zUAFID,Outbound,CO31P00001CLuoMQATID,2020-04-17T16:01:37Z
SAT1P00003NjXv6UAFID,Outbound,CO31a00000cZZxvAAGID,2020-04-16T17:56:40Z
SAT1P00003NiUf5UAFID,Outbound,CO31a00000p5YAeAAMID,2020-04-15T15:00:37Z
SAT1P00003NitIcUAJID,Outbound,CO31a00000hnOOPAA2ID,2020-04-15T22:43:34Z
SAT1P00003NkAPBUA3ID,Outbound,CO31P000019vzUhQAIID,2020-04-17T15:14:28Z
SAT1P00003NiZDMUA3ID,Outbound,CO31a00000p5YAeAAMID,2020-04-15T15:59:24Z
SAT1P00003NiagiUABID,Outbound,CO31P00001Cg8SBQAZID,2020-04-15T16:18:29Z
SAT4p00001TnBxMEAVID,Outbound,CO31a00000uFFrGAAWID,2020-07-16T16:55:57Z
SAT4p00001TniaEEARID,Outbound,CO31P000019TiXyQAKID,2020-07-17T16:51:47Z
SAT4p00001TlezxEABID,Outbound,CO34p00001fpqRMAAYID,2020-07-13T19:09:49Z
SAT4p00001TmupwEABID,Outbound,CO34p00001fne73AAAID,2020-07-15T23:57:13Z
SAT4p00001TlwvNEARID,Outbound,CO31a00000cZH4zAAGID,2020-07-14T16:22:29Z
SAT4p00001TmDLuEANID,Outbound,CO31P000014qJcoQAEID,2020-07-14T19:51:40Z
SAT4p00001TmYVPEA3ID,Outbound,CO31a00000mhGFEAA2ID,2020-07-15T14:59:39Z
SAT4p00001XKpnyEADID,Outbound,CO34p00001gyBlHAAUID,2020-10-14T20:37:03Z
SAT4p00001XKdnrEADID,Outbound,CO31a00000lkePCAAYID,2020-10-14T15:37:29Z
SAT4p00001XK9WIEA1ID,Outbound,CO34p00001fxWftAAEID,2020-10-13T18:56:29Z
SAT4p00001XKb6uEADID,Outbound,CO31P000015yj2ZQAQID,2020-10-14T14:02:24Z
SAT4p00001bCnbgEACID,Outbound,CO31P00001CcB0AQAVID,2021-01-13T16:29:25Z
SAT4p00001bCxO2EAKID,Outbound,CO31a00000cZXYiAAOID,2021-01-13T19:57:08Z
SAT4p00001bDrUsEAKID,Outbound,CO31P0000137DJYQA2ID,2021-01-15T20:03:29Z
SAT4p00001bCCLKEA4ID,Outbound,CO34p00001igmkkAAAID,2021-01-12T15:22:53Z
SAT4p00001fHm45EACID,Outbound,CO31P00000yhRMSQA2ID,2021-04-13T19:52:42Z
SAT4p00001fHujhEACID,Outbound,CO31P00001DAWplQAHID,2021-04-14T09:37:26Z
SAT4p00001fIZxAEAWID,Outbound,CO31P000016ckv9QAAID,2021-04-15T15:26:36Z
SAT4p00001fHxsdEACID,Outbound,CO34p00001kDCIWAA4ID,2021-04-14T13:30:12Z
SAT4p00001fI0JKEA0ID,Outbound,CO34p00001kDCViAAOID,2021-04-14T14:02:45Z
SAT4p00001fI5MTEA0ID,Outbound,CO31a00000vbyHdAAIID,2021-04-14T15:23:24Z
SAT4p00001fISNSEA4ID,Outbound,CO34p00001jDwSlAAKID,2021-04-15T12:49:58Z
SAT4p00001jPiJDEA0ID,Outbound,CO31a00000pfA5rAAEID,2021-07-14T18:03:36Z
SAT4p00001jOq48EACID,Outbound,CO34p00001kVmioAACID,2021-07-13T12:56:38Z
SAT4p00001jPeEjEAKID,Outbound,CO34p00001muGRrAAMID,2021-07-14T16:34:27Z
SAT4p00001jO2z4EACID,Outbound,CO31a00000uzhWMAAYID,2021-07-12T16:10:19Z
SAT4p00001jQfWmEAKID,Outbound,CO34p00001kV4fGAASID,2021-07-16T18:27:00Z
SAT4p00001jQ20rEACID,Outbound,CO34p00001jD2k4AACID,2021-07-15T14:32:22Z
SAT4p00001jOHWLEA4ID,Outbound,CO34p00001mfQx3AAEID,2021-07-12T20:03:52Z
SAT4p00001jP8GREA0ID,Outbound,CO31P00001AeGi1QAFID,2021-07-13T17:33:19Z
SAT4p00001jPfRsEAKID,Outbound,CO31P00001DA6JaQALID,2021-07-14T17:05:30Z
SAT4p00001jP6SgEAKID,Outbound,CO31P00001B62WPQAZID,2021-07-13T17:05:00Z
SAT4p00001jOwZKEA0ID,Outbound,CO31P00001B4EvYQAVID,2021-07-13T14:50:16Z
SAT4p00001jQ0vBEASID,Outbound,CO31P000019TJExQAOID,2021-07-15T14:04:31Z
SAT4p00001jPGmhEAGID,Outbound,CO31P00001DBtKOQA1ID,2021-07-14T20:09:21Z
SAT4p00001jO7wrEACID,Outbound,CO34p00001fokuzAAAID,2021-07-12T17:46:46Z
SAT4p00001jOykYEASID,Outbound,CO34p00001m3iHPAAYID,2021-07-13T15:57:09Z
SAT4p00001jOAF7EAOID,Outbound,CO34p00001kUOcWAAWID,2021-07-12T18:12:04Z
SAT4p00001jPfSUEA0ID,Outbound,CO31P00001DA6JaQALID,2021-07-14T16:58:56Z
SAT4p00001jOvMFEA0ID,Outbound,CO34p00001muR6YAAUID,2021-07-13T14:40:17Z
SAT4p00001jPc5HEASID,Outbound,CO34p00001mfB2NAAUID,2021-07-14T15:53:44Z
SAT4p00001jQ63fEACID,Outbound,CO34p00001muybJAAQID,2021-07-15T15:39:35Z
SAT4p00001jQmdsEACID,Outbound,CO31P000014C2c8QACID,2021-07-16T23:35:40Z
SAT4p00001jO4UmEAKID,Outbound,CO34p00001m1kHfAAIID,2021-07-12T16:36:32Z
SAT4p00001jQcM7EAKID,Outbound,CO34p00001m2a2MAAQID,2021-07-16T16:52:26Z
SAT4p00001jOnSaEAKID,Outbound,CO31P00001Cwvl0QABID,2021-07-13T12:10:12Z
SAT4p00001jPDyGEAWID,Outbound,CO34p00001muTofAAEID,2021-07-13T19:33:17Z
SAT4p00001jPb4nEACID,Outbound,CO31P00001Cdit7QABID,2021-07-14T15:22:16Z
SAT4p00001jO1NvEAKID,Outbound,CO31P000016quZBQAYID,2021-07-12T15:45:06Z
SAT4p00001jPbnOEASID,Outbound,CO34p00001muj29AAAID,2021-07-14T15:35:39Z
SAT4p00001jOef1EACID,Outbound,CO31P00001DDgWxQALID,2021-07-13T06:50:49Z
SAT4p00001jQ2txEACID,Outbound,CO31P00001CwssZQARID,2021-07-15T14:54:04Z
SAT4p00001jPaP5EAKID,Outbound,CO34p00001fnWjnAAEID,2021-07-14T15:06:42Z
SAT4p00001jOJUUEA4ID,Outbound,CO34p00001mtWvoAAEID,2021-07-12T20:33:25Z
SAT4p00001jQcArEAKID,Outbound,CO34p00001mdwp3AAAID,2021-07-16T16:43:58Z
SAT1P00002TaG7fUAFID,Outbound,CO31P0000135aGqQAIID,2019-01-23T15:18:48Z
SAT1P00002UV5xTUATID,Outbound,CO31a000011NqdPAASID,2019-01-25T19:35:58Z
SAT1P00002TaY2RUAVID,Outbound,CO31P0000134WtAQAUID,2019-01-23T18:05:36Z
SAT1P00002gztnNUAQID,Outbound,CO31P000015KWKuQAOID,2019-04-24T20:41:29Z
SAT1P00002gzYxXUAUID,Outbound,CO31a00000mj42xAAAID,2019-04-24T16:33:46Z
SAT1P00002hZcbxUACID,Outbound,CO31a00000uY1SpAAKID,2019-04-26T15:48:24Z
SAT1P00002hZh5bUACID,Outbound,CO31P000013eqHwQAIID,2019-04-26T16:31:09Z
SAT1P00002gzzvRUAQID,Outbound,CO31P000015a2BxQAIID,2019-04-24T21:52:38Z
SAT1P00002gxHUCUA2ID,Outbound,CO31P000015KrKjQAKID,2019-04-22T14:30:37Z
SAT1P00002q96bhUAAID,Outbound,CO31a00000wtg2CAAQID,2019-07-23T16:28:21Z
SAT1P00002pmXULUA2ID,Outbound,CO31a00000nvT72AAEID,2019-07-22T13:49:07Z
SAT1P00002q91sAUAQID,Outbound,CO31P000016qbTGQAYID,2019-07-23T16:01:27Z
SAT1P00002pmbCNUAYID,Outbound,CO31a00000hlQNdAAMID,2019-07-22T14:28:37Z
SAT1P00002qAYWVUA4ID,Outbound,CO31P000015KCRLQA4ID,2019-07-24T19:05:17Z
SAT1P00002q9ST5UAMID,Outbound,CO31a000010bXBdAAMID,2019-07-23T19:23:18Z
SAT1P00002qgYXaUAMID,Outbound,CO31P000014CdV5QAKID,2019-07-26T17:40:55Z
SAT1P000031mNMnUAMID,Outbound,CO31P000019wZoLQAUID,2019-10-22T13:31:22Z
SAT1P000032QR3LUAWID,Outbound,CO31P000012Rd1lQACID,2019-10-24T16:26:02Z
SAT1P000031l8xrUAAID,Outbound,CO31P000019vXVaQAMID,2019-10-21T12:09:31Z
SAT1P000032RgrFUASID,Outbound,CO31a00000hlPYqAAMID,2019-10-25T19:52:34Z
SAT1P000032QMFNUA4ID,Outbound,CO31P000014plqeQAAID,2019-10-24T15:40:40Z
SAT1P000032RPOZUA4ID,Outbound,CO31a00000hlciXAAQID,2019-10-25T16:27:03Z
SAT1P00003Ea7wtUABID,Outbound,CO31a00000rk1euAAAID,2020-01-21T19:57:34Z
SAT1P00003Ea5vAUARID,Outbound,CO31P00001CLJJmQAPID,2020-01-21T19:35:40Z
SAT1P00003EbQGUUA3ID,Outbound,CO31a00000oY9vdAACID,2020-01-22T19:47:25Z
SAT1P00003Eb3WdUAJID,Outbound,CO31P000015ZmlSQASID,2020-01-22T17:06:18Z
SAT1P00003EaJSvUANID,Outbound,CO31a00000f1kB9AAIID,2020-01-21T21:44:41Z
SAT1P00003EaGhcUAFID,Outbound,CO31a00000cZIJ2AAOID,2020-01-21T21:13:22Z
SAT1P00003ODoSOUA1ID,Outbound,CO31P00001CMLaZQAXID,2020-04-23T14:18:56Z
SAT1P00003OBr1FUATID,Outbound,CO31P000019UvV7QAKID,2020-04-21T13:27:22Z
SAT1P00003NlmYmUAJID,Outbound,CO31a00000uE00bAACID,2020-04-20T17:41:56Z
SAT1P00003NMYGNUA5ID,Outbound,CO31P00001CvYqCQAVID,2020-04-24T13:39:35Z
SAT1P00003OBo73UADID,Outbound,CO31P00001CuLdTQAVID,2020-04-21T08:29:59Z
SAT1P00003NllY4UAJID,Outbound,CO31P0000178WBUQA2ID,2020-04-20T17:25:32Z
SAT4p00001UEX4HEAXID,Outbound,CO31P00001EqS44QAFID,2020-07-23T08:44:35Z
SAT4p00001Tom4wEABID,Outbound,CO31P000016Qi4WQASID,2020-07-21T17:28:26Z
SAT4p00001UEWrmEAHID,Outbound,CO31P00001B6gbgQABID,2020-07-23T08:16:06Z
SAT4p00001UEorBEATID,Outbound,CO31a00000hKpoLAASID,2020-07-23T18:19:56Z
SAT4p00001ToobVEARID,Outbound,CO31P00001DAcbOQATID,2020-07-21T18:24:28Z
